price,model_year,transmission,fuel_type,mileage,brand,model,number_of_doors,origin,first_owner,tax_horsepower,condition,abs,airbags,multimedia,backup_camera,air_conditioning,esp,aluminum_wheels,speed_limiter,onboard_computer,parking_sensors,cruise_control,leather_seats,navigation_gps,sunroof,remote_central_locking,power_windows,car_age
118000,2008.0,Automatique,Diesel,224999.5,Volkswagen,Caddy,4,Dédouanée,False,8.0,Très bon,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,17.0
408500,2020.0,Automatique,Diesel,82499.5,Mercedes-Benz,Classe GLC,5,Importée neuve,False,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
163000,2024.0,Manuelle,Diesel,17499.5,Citroen,C-Elysée,5,WW au Maroc,True,6.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
356000,2021.0,Automatique,Diesel,194999.5,Volvo,XC60,5,WW au Maroc,False,8.0,Bon,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,4.0
215000,2019.0,Manuelle,Diesel,17499.5,Ford,Kuga,5,WW au Maroc,True,6.0,Très bon,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,6.0
99000,2017.0,Manuelle,Diesel,114999.5,Dacia,Duster,5,WW au Maroc,True,7.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0
142000,2022.0,Manuelle,Diesel,104999.5,Renault,Clio,5,WW au Maroc,True,6.0,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,3.0
280000,2022.0,Automatique,Diesel,97499.5,Volkswagen,T-Roc,5,WW au Maroc,True,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
196000,2018.0,Automatique,Diesel,134999.5,Ford,Kuga,5,WW au Maroc,False,8.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
159000,2021.0,Automatique,Diesel,97499.5,Dacia,Duster,5,WW au Maroc,False,6.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,4.0
198000,2018.0,Manuelle,Diesel,134999.5,Ford,Kuga,4,WW au Maroc,True,8.0,Neuf,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,7.0
227000,2024.0,Automatique,Essence,12499.5,Skoda,Kamiq,5,WW au Maroc,True,6.0,Neuf,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,1.0
99000,2005.0,Automatique,Diesel,274999.5,Mercedes-Benz,Classe C,5,Dédouanée,False,9.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,20.0
187000,2019.0,Automatique,Diesel,97499.5,Jeep,Renegade,5,WW au Maroc,False,6.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,6.0
408500,2021.0,Automatique,Diesel,87499.5,Land Rover,Range Rover Sport,5,WW au Maroc,False,12.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.0
365000,2020.0,Automatique,Diesel,144999.5,Mercedes-Benz,Classe E,5,Dédouanée,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.0
125000,2016.0,Automatique,Essence,104999.5,Volkswagen,Passat,5,Importée neuve,False,15.0,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
185000,2018.0,Automatique,Diesel,144999.5,Volkswagen,Golf 7,5,WW au Maroc,True,8.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
265000,2019.0,Automatique,Diesel,224999.5,Audi,Q3,5,WW au Maroc,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,6.0
113000,2023.0,Manuelle,Essence,32499.5,Dacia,Sandero,5,WW au Maroc,True,6.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
150000,2018.0,Manuelle,Diesel,194999.5,Opel,Crossland,5,WW au Maroc,False,6.0,Correct,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,7.0
70000,2006.0,Manuelle,Diesel,194999.5,Renault,Kangoo,5,WW au Maroc,True,7.0,Excellent,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,19.0
235000,2015.0,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5,Dédouanée,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,10.0
408500,2024.0,Automatique,Electrique,37499.5,Tesla,Model 3,5,Dédouanée,True,6.0,Excellent,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,1.0
97000,2011.0,Manuelle,Diesel,32499.5,Dacia,Duster,5,WW au Maroc,True,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0
60000,2012.0,Manuelle,Diesel,144999.5,Peugeot,307,5,WW au Maroc,True,6.0,Très bon,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,13.0
408500,2019.0,Automatique,Diesel,82499.5,Audi,Q5,5,WW au Maroc,True,8.0,Bon,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,6.0
158000,2018.0,Automatique,Diesel,104999.5,Alfa Romeo,Giulietta,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.0
192000,2021.0,Automatique,Hybride,62499.5,Toyota,Corolla,5,WW au Maroc,True,10.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,4.0
135000,2022.0,Automatique,Essence,52499.5,Fiat,500,3,WW au Maroc,True,7.0,Excellent,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,3.0
103000,2012.0,Manuelle,Essence,124999.5,Mini,CountryMan,5,WW au Maroc,False,8.0,Neuf,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,13.0
220000,2020.0,Automatique,Diesel,104999.5,Citroen,C5,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,5.0
138000,2021.0,Manuelle,Diesel,114999.5,Dacia,Sandero,5,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,4.0
256000,2018.0,Automatique,Diesel,104999.5,Mercedes-Benz,Classe CLA,5,WW au Maroc,False,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,7.0
220000,2024.0,Automatique,Essence,2499.5,Fiat,500X,5,WW au Maroc,False,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
83000,2012.0,Manuelle,Essence,164999.5,Peugeot,508,5,WW au Maroc,False,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,13.0
118000,2008.0,Automatique,Diesel,224999.5,Volkswagen,Caddy,4,Dédouanée,False,8.0,Très bon,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,17.0
408500,2020.0,Automatique,Diesel,82499.5,Mercedes-Benz,Classe GLC,5,Importée neuve,False,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
163000,2024.0,Manuelle,Diesel,17499.5,Citroen,C-Elysée,5,WW au Maroc,True,6.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
356000,2021.0,Automatique,Diesel,194999.5,Volvo,XC60,5,WW au Maroc,False,8.0,Bon,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,4.0
408500,2019.0,Automatique,Diesel,82499.5,Audi,Q5,5,WW au Maroc,True,8.0,Bon,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,6.0
158000,2018.0,Automatique,Diesel,104999.5,Alfa Romeo,Giulietta,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.0
192000,2021.0,Automatique,Hybride,62499.5,Toyota,Corolla,5,WW au Maroc,True,10.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,4.0
135000,2022.0,Automatique,Essence,52499.5,Fiat,500,3,WW au Maroc,True,7.0,Excellent,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,3.0
103000,2012.0,Manuelle,Essence,124999.5,Mini,CountryMan,5,WW au Maroc,False,8.0,Neuf,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,13.0
220000,2020.0,Automatique,Diesel,104999.5,Citroen,C5,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,5.0
138000,2021.0,Manuelle,Diesel,114999.5,Dacia,Sandero,5,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,4.0
256000,2018.0,Automatique,Diesel,104999.5,Mercedes-Benz,Classe CLA,5,WW au Maroc,False,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,7.0
220000,2024.0,Automatique,Essence,2499.5,Fiat,500X,5,WW au Maroc,False,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
83000,2012.0,Manuelle,Essence,164999.5,Peugeot,508,5,WW au Maroc,False,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,13.0
118000,2008.0,Automatique,Diesel,224999.5,Volkswagen,Caddy,4,Dédouanée,False,8.0,Très bon,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,17.0
408500,2020.0,Automatique,Diesel,82499.5,Mercedes-Benz,Classe GLC,5,Importée neuve,False,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
163000,2024.0,Manuelle,Diesel,17499.5,Citroen,C-Elysée,5,WW au Maroc,True,6.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
356000,2021.0,Automatique,Diesel,194999.5,Volvo,XC60,5,WW au Maroc,False,8.0,Bon,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,4.0
215000,2019.0,Manuelle,Diesel,17499.5,Ford,Kuga,5,WW au Maroc,True,6.0,Très bon,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,6.0
99000,2017.0,Manuelle,Diesel,114999.5,Dacia,Duster,5,WW au Maroc,True,7.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0
142000,2022.0,Manuelle,Diesel,104999.5,Renault,Clio,5,WW au Maroc,True,6.0,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,3.0
285000,2018.0,Automatique,Diesel,97499.5,BMW,X5,5,WW au Maroc,False,8.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
149000,2021.0,Manuelle,Diesel,52499.5,Peugeot,208,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
119000,2019.0,Automatique,Essence,82499.5,Fiat,500,3,WW au Maroc,False,7.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,6.0
155000,2010.0,Automatique,Diesel,224999.5,Mercedes-Benz,Classe C,5,Dédouanée,False,8.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,15.0
270000,2017.0,Automatique,Diesel,134999.5,Audi,A5,5,WW au Maroc,False,8.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,8.0
137000,2021.0,Manuelle,Diesel,134999.5,Renault,Clio,5,WW au Maroc,False,6.0,Excellent,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,4.0
108000,2019.0,Manuelle,Essence,144999.5,Toyota,Yaris,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,6.0
299000,2021.0,Automatique,Diesel,97499.5,Ford,Kuga,5,WW au Maroc,True,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
48000,2006.0,Automatique,Diesel,324999.5,BMW,X5,5,Dédouanée,False,11.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19.0
198000,2021.0,Automatique,Diesel,164999.5,Jeep,Renegade,5,WW au Maroc,False,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,4.0
395000,2019.0,Automatique,Diesel,114999.5,BMW,X3,5,WW au Maroc,False,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,6.0
147000,2022.0,Manuelle,Diesel,7499.5,Dacia,Logan,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.0
80000,2007.0,Manuelle,Diesel,424999.5,Toyota,RAV 4,5,WW au Maroc,False,9.0,Excellent,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,18.0
137000,2021.0,Manuelle,Diesel,134999.5,Renault,Clio,5,WW au Maroc,False,6.0,Excellent,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,4.0
108000,2019.0,Manuelle,Essence,144999.5,Toyota,Yaris,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,6.0
299000,2021.0,Automatique,Diesel,97499.5,Ford,Kuga,5,WW au Maroc,True,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
48000,2006.0,Automatique,Diesel,324999.5,BMW,X5,5,Dédouanée,False,11.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19.0
198000,2021.0,Automatique,Diesel,164999.5,Jeep,Renegade,5,WW au Maroc,False,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,4.0
395000,2019.0,Automatique,Diesel,114999.5,BMW,X3,5,WW au Maroc,False,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,6.0
147000,2022.0,Manuelle,Diesel,7499.5,Dacia,Logan,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.0
80000,2007.0,Manuelle,Diesel,424999.5,Toyota,RAV 4,5,WW au Maroc,False,9.0,Excellent,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,18.0
165000,2020.0,Manuelle,Diesel,124999.5,Dacia,Duster,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,5.0
67000,2004.0,Manuelle,Diesel,104999.5,Renault,Megane,5,Dédouanée,True,7.0,Très bon,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,21.0
112000,2012.0,Manuelle,Diesel,144999.5,Renault,Kangoo,5,WW au Maroc,False,6.0,Très bon,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,13.0
330000,2014.0,Automatique,Diesel,114999.5,Land Rover,Range Rover Sport,5,WW au Maroc,False,12.0,Excellent,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11.0
168000,2023.0,Manuelle,Diesel,104999.5,Renault,Express,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
27000,1987.0,Manuelle,Diesel,324999.5,Peugeot,205,5,Dédouanée,False,7.0,Très bon,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,38.0
225000,2022.0,Automatique,Diesel,82499.5,Kia,Seltos,5,WW au Maroc,False,7.0,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,3.0
408500,2019.0,Automatique,Diesel,274999.5,BMW,Série 7,5,WW au Maroc,True,12.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6.0
174000,2021.0,Manuelle,Diesel,37499.5,Renault,Express,5,WW au Maroc,True,7.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.0
408500,2024.0,Automatique,Diesel,164999.5,Audi,A4,5,WW au Maroc,True,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,1.0
178000,2022.0,Manuelle,Diesel,47499.5,Dacia,Lodgy,5,WW au Maroc,False,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
149000,2021.0,Manuelle,Diesel,114999.5,Peugeot,208,5,WW au Maroc,False,6.0,Excellent,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,4.0
165000,2015.0,Manuelle,Diesel,114999.5,Audi,A3,5,Dédouanée,True,6.0,Excellent,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,10.0
100000,2017.0,Manuelle,Diesel,124999.5,Ford,Fiesta,5,WW au Maroc,False,6.0,Très bon,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,8.0
117000,2016.0,Manuelle,Diesel,104999.5,Toyota,Yaris,5,WW au Maroc,True,5.0,Excellent,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,9.0
45000,1999.0,Manuelle,Diesel,7499.5,Peugeot,306,5,WW au Maroc,False,7.0,Très bon,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,26.0
97500,2011.0,Manuelle,Diesel,134999.5,Ford,Focus,5,WW au Maroc,False,7.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,14.0
220000,2021.0,Automatique,Diesel,164999.5,Toyota,Fortuner,4,WW au Maroc,True,10.0,Très bon,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,4.0
135000,2021.0,Manuelle,Diesel,134999.5,Dacia,Dokker,4,WW au Maroc,True,6.0,Très bon,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,4.0
25000,2005.0,Manuelle,Essence,32499.5,Volkswagen,Gol,5,WW au Maroc,False,6.0,Très bon,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,20.0
129000,2022.0,Automatique,Essence,82499.5,Dacia,Logan,5,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,3.0
296000,2016.0,Automatique,Diesel,124999.5,Mercedes-Benz,220,5,Dédouanée,False,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,9.0
52000,2004.0,Automatique,Diesel,324999.5,Hyundai,Tucson,5,WW au Maroc,False,8.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21.0
93000,2017.0,Manuelle,Diesel,77499.5,Fiat,500,5,WW au Maroc,False,6.0,Très bon,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,8.0
400000,2020.0,Automatique,Diesel,37499.5,BMW,Série 1,5,Dédouanée,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.0
408500,2021.0,Automatique,Diesel,474999.5,Mercedes-Benz,Classe CLA,5,WW au Maroc,True,8.0,Bon,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,4.0
207000,2019.0,Automatique,Diesel,124999.5,Peugeot,3008,5,WW au Maroc,True,8.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,6.0
118000,2018.0,Manuelle,Essence,27499.5,Toyota,Yaris,5,WW au Maroc,True,6.0,Très bon,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,7.0
139000,2021.0,Manuelle,Diesel,104999.5,Renault,Clio,3,WW au Maroc,False,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,4.0
207000,2022.0,Automatique,Diesel,92499.5,Renault,Megane,5,WW au Maroc,True,6.0,Très bon,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,3.0
135000,2012.0,Automatique,Diesel,224999.5,Volkswagen,Touareg,5,WW au Maroc,False,12.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,13.0
188000,2021.0,Manuelle,Diesel,114999.5,Dacia,Duster,5,WW au Maroc,True,6.0,Neuf,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4.0
108000,2019.0,Automatique,Essence,134999.5,Fiat,500,3,WW au Maroc,False,6.0,Très bon,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,6.0
260000,2015.0,Automatique,Diesel,174999.5,Audi,A6,5,Importée neuve,True,9.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,10.0
178000,2013.0,Automatique,Diesel,274999.5,BMW,Série 5,5,WW au Maroc,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,12.0
142000,2020.0,Automatique,Essence,87499.5,Fiat,500,3,WW au Maroc,True,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.0
408500,2024.0,Automatique,Diesel,27499.5,Audi,Q3,5,WW au Maroc,True,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0
39000,2002.0,Manuelle,Essence,194999.5,Volkswagen,Passat,5,WW au Maroc,False,11.0,Excellent,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,23.0
198000,2018.0,Manuelle,Diesel,134999.5,Ford,Kuga,5,WW au Maroc,True,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,7.0
125000,2015.0,Automatique,Diesel,104999.5,Hyundai,i30,5,WW au Maroc,False,6.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,10.0
128000,2012.0,Manuelle,Diesel,194999.5,Volkswagen,Golf 6,5,Dédouanée,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,13.0
105000,2014.0,Manuelle,Diesel,194999.5,Opel,Astra,5,WW au Maroc,False,7.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,11.0
408500,2016.0,Automatique,Essence,104999.5,Mercedes-Benz,Classe S,3,Importée neuve,True,21.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,9.0
145000,2014.0,Automatique,Diesel,224999.5,Jaguar,XF,5,WW au Maroc,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,11.0
255000,2018.0,Automatique,Diesel,164999.5,Volkswagen,Touareg,5,WW au Maroc,False,12.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.0
215000,2020.0,Automatique,Essence,52499.5,Fiat,500,3,WW au Maroc,False,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.0
79000,2009.0,Manuelle,Diesel,174999.5,Renault,Megane,3,WW au Maroc,False,7.0,Bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,16.0
335000,2024.0,Automatique,Diesel,32499.5,BMW,Série 1,5,WW au Maroc,True,7.0,Neuf,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,1.0
174000,2023.0,Manuelle,Diesel,7499.5,Renault,Express,5,WW au Maroc,True,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
