price,model_year,transmission,fuel_type,mileage,brand,model,number_of_doors,origin,first_owner,tax_horsepower,condition,abs,airbags,multimedia,backup_camera,air_conditioning,esp,aluminum_wheels,speed_limiter,onboard_computer,parking_sensors,cruise_control,leather_seats,navigation_gps,sunroof,remote_central_locking,power_windows,price_log,car_age
256000,2018.0,Automatique,Diesel,104999.5,Mercedes-Benz,Classe CLA,5,WW au Maroc,Non,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,256000,7.0
220000,2024.0,Automatique,Essence,2499.5,Fiat,500X,5,WW au Maroc,Non,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,220000,1.0
83000,2012.0,Manuelle,Essence,164999.5,Peugeot,508,5,WW au Maroc,Non,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,83000,13.0
118000,2008.0,Automatique,Diesel,224999.5,Volkswagen,Caddy,4,Dédouanée,Non,8.0,Très bon,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,118000,17.0
670000,2020.0,Automatique,Diesel,82499.5,Mercedes-Benz,Classe GLC,5,Importée neuve,Non,8.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,402000,5.0
163000,2024.0,Manuelle,Diesel,17499.5,Citroen,C-Elysée,5,WW au Maroc,Oui,6.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163000,1.0
105000,2017.0,Manuelle,Diesel,144999.5,Renault,Clio,4,,Non,6.0,Très bon,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,105000,8.0
356000,2021.0,Automatique,Diesel,194999.5,Volvo,XC60,5,WW au Maroc,Non,8.0,Bon,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,356000,4.0
215000,2019.0,Manuelle,Diesel,17499.5,Ford,Kuga,5,WW au Maroc,Oui,6.0,Très bon,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,215000,6.0
75000,2014.0,Manuelle,Diesel,114999.5,Dacia,Sandero,5,,Non,6.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000,11.0
99000,2017.0,Manuelle,Diesel,114999.5,Dacia,Duster,5,WW au Maroc,Oui,7.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,99000,8.0
142000,2022.0,Manuelle,Diesel,104999.5,Renault,Clio,5,WW au Maroc,Oui,6.0,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,142000,3.0
106000,2019.0,Manuelle,Diesel,154999.5,Peugeot,208,4,,Non,6.0,Très bon,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,106000,6.0
285000,2018.0,Automatique,Diesel,97499.5,BMW,X5,5,WW au Maroc,Non,8.0,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,285000,7.0
149000,2021.0,Manuelle,Diesel,52499.5,Peugeot,208,5,WW au Maroc,Oui,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149000,4.0
119000,2019.0,Automatique,Essence,82499.5,Fiat,500,3,WW au Maroc,Non,7.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,119000,6.0
155000,2010.0,Automatique,Diesel,224999.5,Mercedes-Benz,Classe C,5,Dédouanée,Non,8.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,155000,15.0
270000,2017.0,Automatique,Diesel,134999.5,Audi,A5,5,WW au Maroc,Non,8.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,270000,8.0
137000,2021.0,Manuelle,Diesel,134999.5,Renault,Clio,5,WW au Maroc,Non,6.0,Excellent,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,137000,4.0
108000,2019.0,Manuelle,Essence,144999.5,Toyota,Yaris,5,WW au Maroc,Oui,6.0,Excellent,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,108000,6.0
299000,2021.0,Automatique,Diesel,97499.5,Ford,Kuga,5,WW au Maroc,Oui,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,299000,4.0
48000,2006.0,Automatique,Diesel,324999.5,BMW,X5,5,Dédouanée,Non,11.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,48000,19.0
198000,2021.0,Automatique,Diesel,164999.5,Jeep,Renegade,5,WW au Maroc,Non,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,198000,4.0
395000,2019.0,Automatique,Diesel,114999.5,BMW,X3,5,WW au Maroc,Non,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,395000,6.0
90000,2010.0,Manuelle,Diesel,224999.5,Opel,Astra,5,,Non,7.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000,15.0
147000,2022.0,Manuelle,Diesel,7499.5,Dacia,Logan,5,WW au Maroc,Oui,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,147000,3.0
80000,2007.0,Manuelle,Diesel,424999.5,Toyota,RAV 4,5,WW au Maroc,Non,9.0,Excellent,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,80000,18.0
137000,2021.0,Manuelle,Diesel,134999.5,Renault,Clio,5,WW au Maroc,Non,6.0,Excellent,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,137000,4.0
108000,2019.0,Manuelle,Essence,144999.5,Toyota,Yaris,5,WW au Maroc,Oui,6.0,Excellent,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,108000,6.0
299000,2021.0,Automatique,Diesel,97499.5,Ford,Kuga,5,WW au Maroc,Oui,8.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,299000,4.0
48000,2006.0,Automatique,Diesel,324999.5,BMW,X5,5,Dédouanée,Non,11.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,48000,19.0
198000,2021.0,Automatique,Diesel,164999.5,Jeep,Renegade,5,WW au Maroc,Non,6.0,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,198000,4.0
395000,2019.0,Automatique,Diesel,114999.5,BMW,X3,5,WW au Maroc,Non,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,395000,6.0
90000,2010.0,Manuelle,Diesel,224999.5,Opel,Astra,5,,Non,7.0,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000,15.0
147000,2022.0,Manuelle,Diesel,7499.5,Dacia,Logan,5,WW au Maroc,Oui,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,147000,3.0
80000,2007.0,Manuelle,Diesel,424999.5,Toyota,RAV 4,5,WW au Maroc,Non,9.0,Excellent,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,80000,18.0
165000,2020.0,Manuelle,Diesel,124999.5,Dacia,Duster,5,WW au Maroc,Oui,6.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,165000,5.0
67000,2004.0,Manuelle,Diesel,104999.5,Renault,Megane,5,Dédouanée,Oui,7.0,Très bon,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,67000,21.0
112000,2012.0,Manuelle,Diesel,144999.5,Renault,Kangoo,5,WW au Maroc,Non,6.0,Très bon,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,112000,13.0
45000,2009.0,Manuelle,Essence,274999.5,Dacia,Logan,5,,Non,8.0,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45000,16.0
330000,2014.0,Automatique,Diesel,114999.5,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12.0,Excellent,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,330000,11.0
168000,2023.0,Manuelle,Diesel,104999.5,Renault,Express,5,WW au Maroc,Oui,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,168000,2.0
27000,1987.0,Manuelle,Diesel,324999.5,Peugeot,205,5,Dédouanée,Non,7.0,Très bon,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,27000,38.0
225000,2022.0,Automatique,Diesel,82499.5,Kia,Seltos,5,WW au Maroc,Non,7.0,Excellent,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,225000,3.0
515000,2019.0,Automatique,Diesel,274999.5,BMW,Série 7,5,WW au Maroc,Oui,12.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,402000,6.0
174000,2021.0,Manuelle,Diesel,37499.5,Renault,Express,5,WW au Maroc,Oui,7.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,174000,4.0
418000,2024.0,Automatique,Diesel,164999.5,Audi,A4,5,WW au Maroc,Oui,8.0,Bon,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,402000,1.0
178000,2022.0,Manuelle,Diesel,47499.5,Dacia,Lodgy,5,WW au Maroc,Non,6.0,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,178000,3.0
149000,2021.0,Manuelle,Diesel,114999.5,Peugeot,208,5,WW au Maroc,Non,6.0,Excellent,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,149000,4.0
165000,2015.0,Manuelle,Diesel,114999.5,Audi,A3,5,Dédouanée,Oui,6.0,Excellent,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,165000,10.0
46000,2001.0,Manuelle,Diesel,224999.5,Renault,Megane,5,,Non,7.0,Très bon,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,46000,24.0
46000,2001.0,Manuelle,Diesel,224999.5,Renault,Megane,5,,Non,7.0,Très bon,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,46000,24.0
46000,2001.0,Manuelle,Diesel,224999.5,Renault,Megane,5,,Non,7.0,Très bon,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,46000,24.0
100000,2017.0,Manuelle,Diesel,124999.5,Ford,Fiesta,5,WW au Maroc,Non,6.0,Très bon,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100000,8.0
117000,2016.0,Manuelle,Diesel,104999.5,Toyota,Yaris,5,WW au Maroc,Oui,5.0,Excellent,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,117000,9.0
45000,1999.0,Manuelle,Diesel,7499.5,Peugeot,306,5,WW au Maroc,Non,7.0,Très bon,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,45000,26.0
97500,2011.0,Manuelle,Diesel,134999.5,Ford,Focus,5,WW au Maroc,Non,7.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,97500,14.0
220000,2021.0,Automatique,Diesel,164999.5,Toyota,Fortuner,4,WW au Maroc,Oui,10.0,Très bon,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,220000,4.0
135000,2021.0,Manuelle,Diesel,134999.5,Dacia,Dokker,4,WW au Maroc,Oui,6.0,Très bon,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,135000,4.0
25000,2005.0,Manuelle,Essence,32499.5,Volkswagen,Gol,5,WW au Maroc,Non,6.0,Très bon,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,25000,20.0
129000,2022.0,Automatique,Essence,82499.5,Dacia,Logan,5,WW au Maroc,Non,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,129000,3.0
296000,2016.0,Automatique,Diesel,124999.5,Mercedes-Benz,220,5,Dédouanée,Non,9.0,Bon,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,296000,9.0
52000,2004.0,Automatique,Diesel,324999.5,Hyundai,Tucson,5,WW au Maroc,Non,8.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,52000,21.0
93000,2017.0,Manuelle,Diesel,77499.5,Fiat,500,5,WW au Maroc,Non,6.0,Très bon,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,93000,8.0
400000,2020.0,Automatique,Diesel,37499.5,BMW,Série 1,5,Dédouanée,Oui,8.0,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,400000,5.0
475000,2021.0,Automatique,Diesel,474999.5,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,8.0,Bon,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,402000,4.0
207000,2019.0,Automatique,Diesel,124999.5,Peugeot,3008,5,WW au Maroc,Oui,8.0,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,207000,6.0
118000,2018.0,Manuelle,Essence,27499.5,Toyota,Yaris,5,WW au Maroc,Oui,6.0,Très bon,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,118000,7.0
139000,2021.0,Manuelle,Diesel,104999.5,Renault,Clio,3,WW au Maroc,Non,6.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,139000,4.0
207000,2022.0,Automatique,Diesel,92499.5,Renault,Megane,5,WW au Maroc,Oui,6.0,Très bon,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,207000,3.0
135000,2012.0,Automatique,Diesel,224999.5,Volkswagen,Touareg,5,WW au Maroc,Non,12.0,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,135000,13.0
